"","x"
"6036","The floral one. Gorgeous"
"6037","Love both!! But THAT embroidered floral knit <U+2764> is gorgeous xx"
"6038","I love THIS jumper"
"6039","THIS!"
"6040","THIS embroidered knit."
"6041","That for sure !"
"6042","This! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BF><U+00B5><ed><U+00A0><U+00BD><ed><U+00B2><U+00AE><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7>"
"6043","This xx"
"6044","That please x"
"6045","Im loving ""THIS"" as blue is always my fav!"
"6046","Love THAT!"
"6047","that please xx"
"6048","That - #HappyFriday"
"6049","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"6050","prefer THAT love the strip knit"
"6051","I love this the floral jumper"
"6052","THIS ! Loving this floral knit xxxx"
"6053","THAT knit!"
"6054","THAT!"
"6055","THIS embroidered jumper gets my vote #WINIT"
"6056","THAT MY FAV LIKED SHARED"
"6057","Definitely love that <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6058","THAT <3"
"6059","THIS embroidered floral knit"
"6060","THIS embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"6061","THAT looks super cool"
"6062","This is lovely so pretty.  <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6063","That! Lovely prize x"
"6064","Floral knit"
"6065","That :-)"
"6066","#THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> såå fin
#WINIT"
"6067","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6068","THAT is essential strip...classy and chic."
"6069","THIS floral x"
"6070","THAT!"
"6071","This floral knit, it's gorgeous! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"6072","That essential striped knit<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>.
#WINIT"
"6073","floral :)"
"6074","Neither"
"6075","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6076","#This <U+2764><U+FE0F> loving the floral embroidered knit <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"6077","THIS the embroidery is lovely. #WINIT"
"6078","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> stripes are a win"
"6079","Definitely THIS #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6080","I love THIS! #WINIT"
"6081","THIS!
Embroidery & florals - absolutely perfect!"
"6082","That essential stripe"
"6083","Embroidered floral knit is lovely"
"6084","Floral knit all the way x"
"6085","This x"
"6086","This #WINIT"
"6087","Love stripes but loving a bit of THIS!  <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BF><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"6088","Floral knit xxx"
"6089","THIS#WINIT"
"6090","This floral knit"
"6091","I love THIS embroidered floral knit #WINIT"
"6092","That - love a breton stripe!!"
"6093","This <U+2764> I love the sweater!"
"6094","This! Love the embroidered jumpers"
"6095","THIS embroidered floral knit.."
"6096","#that"
"6097","love THAT"
"6098","THIS floral <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA> pretty please!!"
"6099","This embroidered floral knit is so up my street!"
"6100","#that"
"6101","THIS embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"6102","THAT love the striped jumper"
"6103","THIS, love it"
"6104","This floral knit is gorgeous #winit"
"6105","that please x"
"6106","#THAT #WINIT Can't go wrong with stripes.."
"6107","THIS embroidered flowers <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA> I love it so pretty WINIT"
"6108","THIS jumper is soo cute! #WINIT"
"6109","THAT - Love the striped jumper!"
"6110","This is very cute"
"6111","THIS embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6112","Embroidered jumper is best. :0)"
"6113","This floral knit <U+2661> #WINIT"
"6114","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"6115","#that please"
"6116","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"6117","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"6118","This!"
"6119","THAT!"
"6120","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6121","THIS jumper is beautiful! Would love it #winit <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"6122","Embroidered floral knit ready for spring <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>"
"6123","This #winit #oasis perfect for the spring"
"6124","The floral knit is awesome"
"6125","That essential striped knit !!! #THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #win"
"6126","That. <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> Love a Breton stripe."
"6127","This floral knit - it's lovely! Thank you"
"6128","This! It's so pretty <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6129","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"6130","THAT essential striped knit"
"6131","That for sure.  #winit"
"6132","That I love"
"6133","Both! But if pushed 'this'!"
"6134","This embroidered floral knit!"
"6135","That all the way #WINIT"
"6136","Love THAT"
"6137","<U+2764><U+FE0F> THIS!!!"
"6138","The striped knit please"
"6139","THIS embroidered floral knit is very beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"6140","Like them both but at a push I'd go floral.<ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"6141","THAT essential striped knit please! <3"
"6142","I really like the flowers!!"
"6143","Definitely #THAT! Love it :)"
"6144","Loving the floral knit"
"6145","THIS."
"6146","This please!"
"6147","THIS is lovely"
"6148","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6149","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6150","THAT
<U+2B50><U+2B50><U+2B50><ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"6151","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6152","Ooh THIS floral knit <U+2764><U+2764>  #winit"
"6153","#win this"
"6154","Love both but would have to go THAT! #WINIT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6155","THAT stripe knit.  Very versatile. #winit"
"6156","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6157","THAT<U+2764><U+FE0F>"
"6158","I love THAT !"
"6159","THIS embroidred floral knit! X"
"6160","THAT striped knit is lush <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT"
"6161","That striped knit... With this denim skirt! Lovely."
"6162","THAT would be fab!"
"6163","That please, I love it <ed><U+00A0><U+00BD><ed><U+00B1><U+0084><ed><U+00A0><U+00BD><ed><U+00B1><U+0084>"
"6164","I love THAT! #winit"
"6165","The floral knit, its lovely xx <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"6166","This! Perfect for spring <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"6167","THAT i love stripes!"
"6168","That please"
"6169","This... beautiful"
"6170","Love them both but THAT pls x"
"6171","That essential stripped knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6172","This floral knit please"
"6173","THIS embroidered floral knit <U+2764><U+FE0F>"
"6174","THAT essential striped knit. Love the classics <U+2764>"
"6175","Love both but probably more THAT stripy knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> #WINIT"
"6176","#This fo' sure!"
"6177","This love liked and shared fantastic prize"
"6178","that striped knit"
"6179","'this' love it xxx"
"6180","Floral knit <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0097> xxx"
"6181","That Essential striped knit"
"6182","Definitely THAT :) xx"
"6183","Love the strips so THAT xxx"
"6184","#WINIT this!"
"6185","THIS embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6186","That I think, it looks very summery <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"6187","'That' one....stripes always!"
"6188","THIS embroidered floral knit :)"
"6189","Definitely THAT striped knit. Love it! #WINIT"
"6190","THIS embroidered floral knit X"
"6191","The THIS is my favourite #WINIT"
"6192","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"6193","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6194","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"6195","Floral <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA> # WINIT"
"6196","THIS <U+2764>"
"6197","THIS....gorgeous!"
"6198","This for sure love dat kind of print"
"6199","This for sure love floral <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6200","Defo THIS. #WINIT It's fab.."
"6201","That!!"
"6202","my favourite is THAT essential striped knit"
"6203","This ! Love the embroidery and with the denim <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F>"
"6204","this :)"
"6205","THIS!!"
"6206","I love this <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"6207","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6208","LOVE THIS"
"6209","That stripe knit <U+2764>"
"6210","That :)  Love stripes :)"
"6211","THIS #winit"
"6212","That stripped"
"6213","that."
"6214","THISflor"
"6215","Love the striped jumper"
"6216","THIS embroidered floral knit please! #WINIT"
"6217","I love that floral knit"
"6218","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6219","This embroidered knit please!!"
"6220","THAT! Stripes all the way...."
"6221","This- it's pretty and reminiscent of spring <ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"6222","Definitely this embroidered knit! Love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6223","That is definitely me."
"6224","This. I love the floral trend x"
"6225","THAT!"
"6226","This please"
"6227","That!! Stripes never fail!"
"6228","THIS floral jumper is gorgeous! #WINIT"
"6229","This floral knits are very trendy xxx"
"6230","This embroidered floral knit please"
"6231","THIS is just blooming lovely!! <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7> <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6232","Striped knit liked ad shared"
"6233","This <U+2764><U+FE0F>"
"6234","#WINIT love oasis <U+2764><U+FE0F>"
"6235","That please please please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6236","THIS embroidered floral knit please x"
"6237","THAT essential stripe knit please!"
"6238","THIS floral knit #WINIT"
"6239","This please x"
"6240","THIS #WINIT!!!!! Pleeeeaasseee ! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"6241","Love this!"
"6242","THIS - perfect for spring with skinny jeans <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"6243","THAT #WINIT"
"6244","THAT essential striped knit so gorgeous"
"6245","THAT essential striped knit - so stylish"
"6246","That stripe top is pretty nice #WINIT"
"6247","THAT essential striped knit"
"6248","THIS embroidered is essential <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"6249","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"6250","Striped please!"
"6251","That please"
"6252","#THAT"
"6253","Floral"
"6254","THIS embroidered floral knit! Love it! <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"6255","THAT. Love stripes! <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"6256","Totally THAT! Love a stripe! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"6257","THIS #WINIT I love a sweat top!"
"6258","THAT essential striped knit #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6259","THIS :-)"
"6260","This Floral knit is fab <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"6261","THIS #WINIT love love this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6262","THIS knit please xx"
"6263","That please. Both are lovely though :-)"
"6264","This floral knit <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"6265","THIS! I need a new jumper! x"
"6266","Totally adore this jumper!! X"
"6267","Stripes definitely x"
"6268","Love them both but I'll go for the floral knit. #WINIT"
"6269","THAT :) I love stripes and this jumper is gorgeous."
"6270","THAT for me please"
"6271","'That'... gorgeous! xxx"
"6272","That."
"6273","This #WINIT"
"6274","That striped jumper xx
:-D ;-)"
"6275","THIS floral knit"
"6276","I love that"
"6277","Definitely that! #WINIT"
"6278","WINIT  That please, love stripes xx"
"6279","I love THIS embroidered floral knit!"
"6280","THAT striped knit. Love a stripey top!"
"6281","This<ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"6282","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6283","This floral is fab can I win please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0097> #WINIT"
"6284","THAT essential striped knit"
"6285","This- Embroidered floral knit <U+2764>"
"6286","THAT striped knit"
"6287","That!! Love stripes <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"6288","This<ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> #winit"
"6289","Both are lovely, but I'd love to win THAT!!!"
"6290","I love ""THIS"" floral jumper!! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"6291","That - Stripes! Beautiful jumper <U+2764><U+FE0F>"
"6292","That."
"6293","THIS #WINIT"
"6294","This 
Love this fashion so glad its out"
"6295","i love this x"
"6296","THIS for sure"
"6297","THIS!"
"6298","I prefer the Stripey one. Both are nice."
"6299","This - but that is pretty too <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><U+26F5><U+FE0F>"
"6300","The embroidered jump it's fab"
"6301","Love the embroidered floral knit <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"6302","Love THAT"
"6303","#this for me"
"6304","Striped #winit"
"6305","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it's gorgeous"
"6306","THAT essential striped knit"
"6307","THAT essential striped knit please!"
"6308","THIS embroidered floral top please Oasis  <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>#WINIT"
"6309","This please"
"6310","THAT x"
"6311","THAT striped knit looks fab!"
"6312","Embroidered floral night - really pretty! X"
"6313","THAT! So stylish!"
"6314","This! #WINIT"
"6315","This<ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"6316","#this #winit"
"6317","This <U+2764>"
"6318","THIS - is very pretty"
"6319","Prefer THAT"
"6320","tHaT<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BC><ed><U+00BD><U+0093><ed><U+00A0><U+00BC><ed><U+00BD><U+0093><ed><U+00A0><U+00BC><ed><U+00BD><U+0093><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"6321","THIS  embroidered jumper"
"6322","<U+2764><U+FE0F>THIS embroidered floral knit!<U+2764><U+FE0F>"
"6323","THIS embroided floral knit please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"6324","THAT essential striped knit"
"6325","This embroidered floral knit please!"
"6326","THIS embroidered jumper #WINIT"
"6327","This embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"6328","THIS! Love it <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> xxx"
"6329","THAT!  Love it!"
"6330","THAT! love stripes! <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> #WINIT"
"6331","THAT Please <3 Love it :D Liked and Shared"
"6332","Love This #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6333","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6334","That x"
"6335","THIS please<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"6336","That please can I win this week xx"
"6337","That! #WINIT"
"6338","This floral knit please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"6339","this is my fave so pretty liked and shared x"
"6340","I love THIS! Beautiful floral pattern for spring."
"6341","hmmm this is a hard one, but I'll go for THIS #winit"
"6342","This <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6343","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
